,MMSI,duration_max,duration_min,max_accel,min_accel,max_rot,min_rot,target
188,311000748,14810.0,2241.0,1.984126984126984e-06,-2.7777777777777677e-06,13.885714285714288,0.0,0.0
189,311000760,13368.0,1614.0,4.2735042735042583e-07,-6.4599483204133e-07,2.0000000000000107,0.0,0.0
190,311000782,15642.0,780.0,1.5432098765432045e-06,-2.3148148148148067e-06,5.638554216867457,0.0,0.0
191,311000788,7211.0,749.0,1.1574074074074101e-06,-8.547008547008669e-07,1.4025974025974115,0.0,0.0
192,311000846,2740922.0,330.0,4.629629629629695e-06,-4.6296296296296135e-06,6.895522388059705,0.0,0.0
193,311000921,11790.0,984.0,4.629629629629531e-06,-1.406469760900148e-06,8.886075949367092,0.0,0.0
194,311004900,11549.0,3449.0,4.298941798941801e-06,-1.1111111111111071e-05,6.8,0.0,0.0
195,311012800,1540018.0,0.0,2.7777777777777677e-06,-5.642361111111114e-06,24.375,0.0,0.0
196,311017100,7506.0,7506.0,1.596424010217108e-07,-2.746295849744125e-07,0.759493670886076,0.0,0.0
197,311054400,12695.0,0.0,2.3148148148148067e-06,-4.6296296296296135e-06,6.909090909090903,0.0,0.0
198,311056900,22640.0,2392.0,1.9157088122605295e-06,-1.5873015873015818e-06,3.0434782608695654,0.0,0.0
199,311062400,16542.0,3240.0,1.3888888888888839e-05,-3.968253968254025e-06,19.6875,0.0,0.0
200,311070400,20639.0,530.0,7.610350076103542e-07,-5.804311774461029e-06,30.26865671641792,0.0,0.0
201,311536000,6432.0,4296.0,3.333333333333341e-06,-9.259259259259282e-07,7.200000000000001,0.0,0.0
202,311594000,7008.0,7008.0,1.5432098765432045e-06,-8.417508417508387e-07,3.3333333333333335,0.0,0.0
203,311907000,7891.0,7891.0,4.3402777777778394e-07,-4.208754208754119e-07,1.3636363636363635,0.0,0.0
204,316015480,24443.0,8610.0,1.2152777777777777e-05,-1.0304659498207884e-05,21.272727272727145,0.0,0.0
205,316031628,16080.0,750.0,4.553734061930783e-06,-5.9300873907615466e-06,8.722689075630258,0.0,0.0
206,316036763,23853.0,13920.0,3.745318352059923e-06,-7.0028011204481795e-06,13.770491803278686,0.006000000000000014,0.0
207,316041123,12150.0,6127.0,7.575757575757578e-06,-1.8518518518518515e-05,13.2000000000001,0.0,0.0
208,319091800,12426.0,503.0,7.936507936507979e-06,-4.6296296296296135e-06,14.000000000000057,0.0,0.0
209,319577000,9570.0,9570.0,2.3946360153256706e-05,-8.114856429463176e-06,4.549450549450554,0.0,0.0
210,319740000,15002.0,3710.0,5.555555555555555e-06,-6.116207951070335e-06,23.595505617977526,0.0,0.0
211,338025608,38525.0,0.0,6.830601092896175e-06,-1.0304659498207884e-05,32.516129032258036,0.0,0.0
212,338034287,360.0,360.0,1.0228400175928484e-08,-9.578544061302819e-07,4.137931034482759,0.19672131147539862,0.0
213,338172203,1410099.0,0.0,7.469135802469136e-05,-1.555555555555556e-05,63.12,0.002668575291489715,0.0
214,338208221,342440.0,0.0,4.1666666666666665e-05,-0.00015555555555555554,76.60000000000001,0.0,0.0
215,338209669,695.0,240.0,1.3575015693659762e-05,-2.702702702702703e-05,20.990936555891242,2.474576271186435,0.0
216,338231624,1723188.0,750.0,7.677275265214967e-06,-3.121098626716427e-07,3.5581395348837366,0.0,0.0
217,338232506,2699.0,0.0,1.2654320987654304e-05,-3.3950617283950663e-06,3.964968152866242,0.00021509307067069637,0.0
218,338320958,861780.0,0.0,2.5061972781568937e-09,-1.5778308141076637e-05,5.699284009546541,0.0003762410729838031,0.0
219,338805000,10458.0,10458.0,9.259259259259257e-06,-1.388888888888889e-05,30.608695652173918,0.06666666666667236,0.0
220,338807000,1116.0,1116.0,2.020202020202031e-06,-1.9290123456790124e-06,3.6880733944954067,0.30769230769231204,0.0
221,338824000,3968.0,3968.0,7.82472613458529e-06,-1.2205387205387207e-05,28.025316455696185,0.16901408450704467,0.0
222,338850000,1134.0,442.0,5.012077294685991e-06,-2.7186761229314416e-05,13.466666666666663,0.0,0.0
223,339301190,26560.0,819.0,3.0864197530864636e-06,-9.259259259259227e-06,17.999999999999925,0.0,0.0
224,345000000,35978.0,35978.0,2.616189596799014e-06,-5.555555555555556e-06,19.736842105263158,0.0,0.0
225,351047000,16310.0,969.0,3.086419753086409e-06,-5.050505050505033e-06,10.0,0.0,0.0
226,351075000,1250909.0,0.0,5.233494363929149e-06,-8.333333333333305e-06,35.820895522388064,0.0,0.0
227,351322000,2571176.0,71.0,2.4154589371980664e-06,-3.798670465337131e-06,24.41860465116279,0.0,0.0
228,351340000,10860.0,3570.0,1.2437810945273662e-06,-1.6583747927031448e-06,2.1818181818182127,0.0,0.0
229,351405000,18421.0,7110.0,1.3550135501355085e-06,-1.8343815513626816e-06,14.173913043478272,0.0,0.0
230,351421000,12000.0,3849.0,8.960573476702478e-07,-3.4722222222222097e-06,5.803278688524623,0.0,0.0
231,351446000,12732.0,588.0,4.629629629629531e-06,-5.050505050505033e-06,3.3333333333333335,0.0,0.0
232,351522000,9090.0,2080.0,7.936507936507909e-07,-1.5649452269170525e-06,9.60000000000005,0.0,0.0
233,351684000,7230.0,6271.0,5.668934240362792e-07,-4.0257648953300985e-07,4.140845070422516,0.0,0.0
234,351733000,3798.0,3798.0,4.208754208754268e-07,-4.2735042735042583e-07,1.8181818181818181,0.0,0.0
235,351848000,11652.0,366.0,2.5252525252525613e-06,-1.8518518518518453e-06,2.818181818181787,0.0,0.0
236,352057000,21218.0,5649.0,1.7361111111111112e-06,-1.5649452269170593e-06,8.666666666666554,0.0,0.0
237,352071000,21839.0,0.0,4.166666666666668e-06,-6.172839506172842e-06,41.33333333333336,0.0,0.0
238,352135000,6264.0,3894.0,2.7777777777777847e-06,-2.946127946127943e-06,1.0909090909090804,0.0,0.0
239,352514000,4507.0,131.0,2.5641025641025623e-06,-7.936507936507909e-06,42.00000000000005,0.00719026548672557,0.0
240,352888000,13200.0,1299.0,8.333333333333354e-06,-3.086419753086409e-06,7.200000000000101,0.0,0.0
241,352906000,10506.0,966.0,1.6339869281045406e-06,-1.2626262626262656e-06,8.571428571428571,0.0,0.0
242,352948000,15943.0,474.0,5.5555555555555355e-06,-4.6296296296296135e-06,9.599999999999794,0.0,0.0
243,353081000,18358.0,1030.0,1.3888888888889086e-06,-2.4038461538461548e-06,19.03846153846154,0.0,0.0
244,353117000,9750.0,0.0,1.2626262626262508e-06,-1.5649452269170525e-06,2.9411764705882355,0.0,0.0
245,353265000,26411.0,349.0,2.883506343713956e-06,-4.145936981757877e-06,19.701492537313435,0.0,0.0
246,353499000,10477.0,0.0,7.122507122507098e-07,-4.145936981757936e-07,2.538461538461547,0.0,0.0
247,353578000,16960.0,4290.0,1.2077294685990368e-06,-2.92397660818715e-06,4.6451612903225925,0.0,0.0
